ID,Gene Name,Species,KEGG_PATHWAY
ENSMUST00000029057,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2(Nfatc2)",Mus musculus,"mmu04022:cGMP-PKG signaling pathway,mmu04218:Cellular senescence,mmu04310:Wnt signaling pathway,mmu04360:Axon guidance,mmu04370:VEGF signaling pathway,mmu04380:Osteoclast differentiation,mmu04625:C-type lectin receptor signaling pathway,mmu04650:Natural killer cell mediated cytotoxicity,mmu04658:Th1 and Th2 cell differentiation,mmu04659:Th17 cell differentiation,mmu04660:T cell receptor signaling pathway,mmu04662:B cell receptor signaling pathway,mmu04921:Oxytocin signaling pathway,mmu05135:Yersinia infection,mmu05161:Hepatitis B,mmu05163:Human cytomegalovirus infection,mmu05166:Human T-cell leukemia virus 1 infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05170:Human immunodeficiency virus 1 infection,mmu05235:PD-L1 expression and PD-1 checkpoint pathway in cancer,mmu05417:Lipid and atherosclerosis,"
"ENSMUST00000024179, ENSMUST00000226357","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4(Nfatc4)",Mus musculus,"mmu04022:cGMP-PKG signaling pathway,mmu04218:Cellular senescence,mmu04310:Wnt signaling pathway,mmu04360:Axon guidance,mmu04625:C-type lectin receptor signaling pathway,mmu04921:Oxytocin signaling pathway,mmu05161:Hepatitis B,mmu05163:Human cytomegalovirus infection,mmu05166:Human T-cell leukemia virus 1 infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05170:Human immunodeficiency virus 1 infection,"
"ENSMUST00000111398, ENSMUST00000055256",nuclear receptor co-repressor 2(Ncor2),Mus musculus,"mmu04330:Notch signaling pathway,mmu05169:Epstein-Barr virus infection,"
ENSMUST00000058126,"nuclear receptor subfamily 1, group H, member 4(Nr1h4)",Mus musculus,"mmu04976:Bile secretion,"
ENSMUST00000097592,"nuclear receptor subfamily 3, group C, member 1(Nr3c1)",Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000112627,"nuclear receptor subfamily 4, group A, member 2(Nr4a2)",Mus musculus,"mmu04925:Aldosterone synthesis and secretion,mmu04928:Parathyroid hormone synthesis, secretion and action,"
ENSMUST00000030025,"nuclear receptor subfamily 4, group A, member 3(Nr4a3)",Mus musculus,"mmu05202:Transcriptional misregulation in cancer,"
ENSMUST00000112883,"nuclear receptor subfamily 5, group A, member 1(Nr5a1)",Mus musculus,"mmu04927:Cortisol synthesis and secretion,mmu04934:Cushing syndrome,"
ENSMUST00000099490,nuclear receptor-binding SET-domain protein 1(Nsd1),Mus musculus,"mmu00310:Lysine degradation,mmu01100:Metabolic pathways,"
ENSMUST00000143504,"nucleoside-triphosphatase, cancer-related(Ntpcr)",Mus musculus,"mmu00230:Purine metabolism,mmu00730:Thiamine metabolism,mmu01100:Metabolic pathways,mmu01232:Nucleotide metabolism,"
ENSMUST00000168172,nucleotide-binding oligomerization domain containing 1(Nod1),Mus musculus,"mmu04621:NOD-like receptor signaling pathway,mmu05132:Salmonella infection,mmu05133:Pertussis,"
ENSMUST00000078264,olfactory receptor 1373(Olfr1373),Mus musculus,"mmu04740:Olfactory transduction,"
ENSMUST00000056006,"one cut domain, family member 1(Onecut1)",Mus musculus,"mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04950:Maturity onset diabetes of the young,"
ENSMUST00000006071,orthodenticle homeobox 1(Otx1),Mus musculus,"mmu04550:Signaling pathways regulating pluripotency of stem cells,"
ENSMUST00000174681,paired box 7(Pax7),Mus musculus,"mmu05202:Transcriptional misregulation in cancer,"
ENSMUST00000153601,paired box 8(Pax8),Mus musculus,"mmu04918:Thyroid hormone synthesis,mmu05200:Pathways in cancer,mmu05202:Transcriptional misregulation in cancer,mmu05216:Thyroid cancer,"
ENSMUST00000160717,par-3 family cell polarity regulator(Pard3),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04062:Chemokine signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,mmu04144:Endocytosis,mmu04360:Axon guidance,mmu04390:Hippo signaling pathway,mmu04520:Adherens junction,mmu04530:Tight junction,mmu05165:Human papillomavirus infection,"
ENSMUST00000052125,par-6 family cell polarity regulator beta(Pard6b),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04144:Endocytosis,mmu04360:Axon guidance,mmu04390:Hippo signaling pathway,mmu04530:Tight junction,mmu05165:Human papillomavirus infection,"
ENSMUST00000210086,parathyroid hormone 2(Pth2),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000179624,parkin RBR E3 ubiquitin protein ligase(Prkn),Mus musculus,"mmu04120:Ubiquitin mediated proteolysis,mmu04137:Mitophagy - animal,mmu04141:Protein processing in endoplasmic reticulum,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05022:Pathways of neurodegeneration - multiple diseases,"
"ENSMUST00000106640, ENSMUST00000033030","parvin, alpha(Parva)",Mus musculus,"mmu04510:Focal adhesion,"
ENSMUST00000023072,"parvin, beta(Parvb)",Mus musculus,"mmu04510:Focal adhesion,"
ENSMUST00000099659,"peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1, retrogene 1(Pin1rt1)",Mus musculus,"mmu03250:Viral life cycle - HIV-1,mmu04622:RIG-I-like receptor signaling pathway,"
ENSMUST00000022419,peptidylprolyl isomerase F (cyclophilin F)(Ppif),Mus musculus,"mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04613:Neutrophil extracellular trap formation,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05145:Toxoplasmosis,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000024249,peripherin(Prph),Mus musculus,"mmu05014:Amyotrophic lateral sclerosis,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000171332,perlecan (heparan sulfate proteoglycan 2)(Hspg2),Mus musculus,"mmu04512:ECM-receptor interaction,mmu05161:Hepatitis B,mmu05205:Proteoglycans in cancer,"
ENSMUST00000103217,peroxisomal biogenesis factor 14(Pex14),Mus musculus,"mmu04146:Peroxisome,"
ENSMUST00000041301,phenylethanolamine-N-methyltransferase(Pnmt),Mus musculus,"mmu00350:Tyrosine metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000025399,phorbol-12-myristate-13-acetate-induced protein 1(Pmaip1),Mus musculus,"mmu01524:Platinum drug resistance,mmu04115:p53 signaling pathway,mmu04210:Apoptosis,mmu04215:Apoptosis - multiple species,mmu05200:Pathways in cancer,mmu05203:Viral carcinogenesis,mmu05210:Colorectal cancer,"
ENSMUST00000054173,"phosphatase, orphan 1(Phospho1)",Mus musculus,"mmu00564:Glycerophospholipid metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000122059,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(Pik3cd)",Mus musculus,"mmu00562:Inositol phosphate metabolism,mmu01100:Metabolic pathways,mmu01521:EGFR tyrosine kinase inhibitor resistance,mmu01522:Endocrine resistance,mmu01524:Platinum drug resistance,mmu04012:ErbB signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04024:cAMP signaling pathway,mmu04062:Chemokine signaling pathway,mmu04066:HIF-1 signaling pathway,mmu04068:FoxO signaling pathway,mmu04070:Phosphatidylinositol signaling system,mmu04071:Sphingolipid signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04140:Autophagy - animal,mmu04150:mTOR signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04152:AMPK signaling pathway,mmu04210:Apoptosis,mmu04211:Longevity regulating pathway,mmu04213:Longevity regulating pathway - multiple species,mmu04218:Cellular senescence,mmu04360:Axon guidance,mmu04370:VEGF signaling pathway,mmu04380:Osteoclast differentiation,mmu04510:Focal adhesion,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04611:Platelet activation,mmu04613:Neutrophil extracellular trap formation,mmu04620:Toll-like receptor signaling pathway,mmu04625:C-type lectin receptor signaling pathway,mmu04630:JAK-STAT signaling pathway,mmu04650:Natural killer cell mediated cytotoxicity,mmu04660:T cell receptor signaling pathway,mmu04662:B cell receptor signaling pathway,mmu04664:Fc epsilon RI signaling pathway,mmu04666:Fc gamma R-mediated phagocytosis,mmu04668:TNF signaling pathway,mmu04670:Leukocyte transendothelial migration,mmu04722:Neurotrophin signaling pathway,mmu04725:Cholinergic synapse,mmu04750:Inflammatory mediator regulation of TRP channels,mmu04810:Regulation of actin cytoskeleton,mmu04910:Insulin signaling pathway,mmu04914:Progesterone-mediated oocyte maturation,mmu04915:Estrogen signaling pathway,mmu04917:Prolactin signaling pathway,mmu04919:Thyroid hormone signaling pathway,mmu04923:Regulation of lipolysis in adipocytes,mmu04926:Relaxin signaling pathway,mmu04929:GnRH secretion,mmu04930:Type II diabetes mellitus,mmu04931:Insulin resistance,mmu04932:Non-alcoholic fatty liver disease,mmu04933:AGE-RAGE signaling pathway in diabetic complications,mmu04935:Growth hormone synthesis, secretion and action,mmu04960:Aldosterone-regulated sodium reabsorption,mmu04973:Carbohydrate digestion and absorption,mmu05010:Alzheimer disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05100:Bacterial invasion of epithelial cells,mmu05132:Salmonella infection,mmu05135:Yersinia infection,mmu05142:Chagas disease,mmu05146:Amoebiasis,mmu05160:Hepatitis C,mmu05161:Hepatitis B,mmu05162:Measles,mmu05163:Human cytomegalovirus infection,mmu05164:Influenza A,mmu05165:Human papillomavirus infection,mmu05166:Human T-cell leukemia virus 1 infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05168:Herpes simplex virus 1 infection,mmu05169:Epstein-Barr virus infection,mmu05170:Human immunodeficiency virus 1 infection,mmu05171:Coronavirus disease - COVID-19,mmu05200:Pathways in cancer,mmu05203:Viral carcinogenesis,mmu05205:Proteoglycans in cancer,mmu05206:MicroRNAs in cancer,mmu05207:Chemical carcinogenesis - receptor activation,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05210:Colorectal cancer,mmu05211:Renal cell carcinoma,mmu05212:Pancreatic cancer,mmu05213:Endometrial cancer,mmu05214:Glioma,mmu05215:Prostate cancer,mmu05218:Melanoma,mmu05220:Chronic myeloid leukemia,mmu05221:Acute myeloid leukemia,mmu05222:Small cell lung cancer,mmu05223:Non-small cell lung cancer,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,mmu05230:Central carbon metabolism in cancer,mmu05231:Choline metabolism in cancer,mmu05235:PD-L1 expression and PD-1 checkpoint pathway in cancer,mmu05415:Diabetic cardiomyopathy,mmu05417:Lipid and atherosclerosis,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000024647,phosphodiesterase 10A(Pde10a),Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu04024:cAMP signaling pathway,mmu05032:Morphine addiction,"
"ENSMUST00000039413, ENSMUST00000115458","phosphodiesterase 4A, cAMP specific(Pde4a)",Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu04024:cAMP signaling pathway,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu05032:Morphine addiction,"
ENSMUST00000224874,"phosphodiesterase 4C, cAMP specific(Pde4c)",Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu04024:cAMP signaling pathway,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu05032:Morphine addiction,"
ENSMUST00000025468,"phosphodiesterase 6A, cGMP-specific, rod, alpha(Pde6a)",Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu04744:Phototransduction,"
ENSMUST00000164195,phosphodiesterase 7B(Pde7b),Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu05032:Morphine addiction,"
ENSMUST00000102783,phosphoglucomutase 1(Pgm1),Mus musculus,"mmu00010:Glycolysis / Gluconeogenesis,mmu00030:Pentose phosphate pathway,mmu00052:Galactose metabolism,mmu00230:Purine metabolism,mmu00500:Starch and sucrose metabolism,mmu00520:Amino sugar and nucleotide sugar metabolism,mmu01100:Metabolic pathways,mmu01250:Biosynthesis of nucleotide sugars,"
ENSMUST00000002926,phospholipase A1 member A(Pla1a),Mus musculus,"mmu00564:Glycerophospholipid metabolism,mmu04014:Ras signaling pathway,"
ENSMUST00000077582,"phospholipase A2, group IIA (platelets, synovial fluid)(Pla2g2a)",Mus musculus,"mmu00564:Glycerophospholipid metabolism,mmu00565:Ether lipid metabolism,mmu00590:Arachidonic acid metabolism,mmu00591:Linoleic acid metabolism,mmu00592:alpha-Linolenic acid metabolism,mmu01100:Metabolic pathways,mmu04014:Ras signaling pathway,mmu04270:Vascular smooth muscle contraction,mmu04972:Pancreatic secretion,mmu04975:Fat digestion and absorption,"
ENSMUST00000102511,"phospholipase A2, group V(Pla2g5)",Mus musculus,"mmu00564:Glycerophospholipid metabolism,mmu00565:Ether lipid metabolism,mmu00590:Arachidonic acid metabolism,mmu00591:Linoleic acid metabolism,mmu00592:alpha-Linolenic acid metabolism,mmu01100:Metabolic pathways,mmu04014:Ras signaling pathway,mmu04270:Vascular smooth muscle contraction,mmu04972:Pancreatic secretion,mmu04975:Fat digestion and absorption,"
ENSMUST00000202220,phospholipase B1(Plb1),Mus musculus,"mmu00564:Glycerophospholipid metabolism,mmu00565:Ether lipid metabolism,mmu00590:Arachidonic acid metabolism,mmu00591:Linoleic acid metabolism,mmu00592:alpha-Linolenic acid metabolism,mmu01100:Metabolic pathways,mmu04977:Vitamin digestion and absorption,"
ENSMUST00000025912,"phospholipase C, beta 3(Plcb3)",Mus musculus,"mmu00562:Inositol phosphate metabolism,mmu01100:Metabolic pathways,mmu04015:Rap1 signaling pathway,mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04062:Chemokine signaling pathway,mmu04070:Phosphatidylinositol signaling system,mmu04071:Sphingolipid signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04261:Adrenergic signaling in cardiomyocytes,mmu04270:Vascular smooth muscle contraction,mmu04310:Wnt signaling pathway,mmu04371:Apelin signaling pathway,mmu04540:Gap junction,mmu04611:Platelet activation,mmu04613:Neutrophil extracellular trap formation,mmu04621:NOD-like receptor signaling pathway,mmu04713:Circadian entrainment,mmu04720:Long-term potentiation,mmu04723:Retrograde endocannabinoid signaling,mmu04724:Glutamatergic synapse,mmu04725:Cholinergic synapse,mmu04726:Serotonergic synapse,mmu04728:Dopaminergic synapse,mmu04730:Long-term depression,mmu04742:Taste transduction,mmu04750:Inflammatory mediator regulation of TRP channels,mmu04911:Insulin secretion,mmu04912:GnRH signaling pathway,mmu04915:Estrogen signaling pathway,mmu04916:Melanogenesis,mmu04918:Thyroid hormone synthesis,mmu04919:Thyroid hormone signaling pathway,mmu04921:Oxytocin signaling pathway,mmu04922:Glucagon signaling pathway,mmu04924:Renin secretion,mmu04925:Aldosterone synthesis and secretion,mmu04926:Relaxin signaling pathway,mmu04927:Cortisol synthesis and secretion,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu04929:GnRH secretion,mmu04933:AGE-RAGE signaling pathway in diabetic complications,mmu04934:Cushing syndrome,mmu04935:Growth hormone synthesis, secretion and action,mmu04961:Endocrine and other factor-regulated calcium reabsorption,mmu04970:Salivary secretion,mmu04971:Gastric acid secretion,mmu04972:Pancreatic secretion,mmu04973:Carbohydrate digestion and absorption,mmu05010:Alzheimer disease,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05142:Chagas disease,mmu05143:African trypanosomiasis,mmu05146:Amoebiasis,mmu05163:Human cytomegalovirus infection,mmu05200:Pathways in cancer,mmu05415:Diabetic cardiomyopathy,mmu05417:Lipid and atherosclerosis,"
ENSMUST00000176194,"phospholipase C, eta 2(Plch2)",Mus musculus,"mmu00562:Inositol phosphate metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000120834,phospholipase D1(Pld1),Mus musculus,"mmu00564:Glycerophospholipid metabolism,mmu00565:Ether lipid metabolism,mmu01100:Metabolic pathways,mmu04014:Ras signaling pathway,mmu04024:cAMP signaling pathway,mmu04071:Sphingolipid signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04144:Endocytosis,mmu04666:Fc gamma R-mediated phagocytosis,mmu04724:Glutamatergic synapse,mmu04912:GnRH signaling pathway,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu05200:Pathways in cancer,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05212:Pancreatic cancer,mmu05231:Choline metabolism in cancer,"
ENSMUST00000064139,phospholipid phosphatase 3(Plpp3),Mus musculus,"mmu00561:Glycerolipid metabolism,mmu00564:Glycerophospholipid metabolism,mmu00565:Ether lipid metabolism,mmu00600:Sphingolipid metabolism,mmu01100:Metabolic pathways,mmu04072:Phospholipase D signaling pathway,mmu04666:Fc gamma R-mediated phagocytosis,mmu04975:Fat digestion and absorption,mmu05231:Choline metabolism in cancer,"
ENSMUST00000205896,phospholipid phosphatase 4(Plpp4),Mus musculus,"mmu00561:Glycerolipid metabolism,mmu00564:Glycerophospholipid metabolism,"
ENSMUST00000017597,pipecolic acid oxidase(Pipox),Mus musculus,"mmu00260:Glycine, serine and threonine metabolism,mmu00310:Lysine degradation,mmu01100:Metabolic pathways,mmu04146:Peroxisome,"
